src;dst;capacity_mbps;delay_ms;r_link
27;131;534;9;0,989
27;133;689;7;0,976
27;134;833;4;0,990
27;136;551;11;0,960
27;137;124;8;0,969
27;148;865;10;0,958
27;149;588;13;0,959
27;155;719;6;0,973
27;156;812;11;0,954
27;159;650;7;0,990
27;160;921;4;0,973
27;163;652;8;0,967
27;164;865;12;0,991
27;168;434;11;0,951
27;172;861;12;0,959
27;173;181;10;0,994
27;181;401;9;0,957
27;182;422;3;0,964
27;184;751;10;0,985
27;187;478;11;0,969
27;188;529;12;0,994
27;192;109;10;0,984
27;196;219;3;0,988
27;198;918;8;0,993
27;199;795;5;0,995
27;200;124;3;0,968
27;202;984;9;0,993
27;205;134;10;0,996
27;207;153;14;0,956
27;210;684;3;0,956
27;213;904;11;0,974
27;214;416;9;0,997
27;230;150;6;0,976
27;234;138;4;0,957
27;235;360;5;0,992
27;247;573;15;0,988
27;249;402;11;0,967
28;31;551;11;0,992
28;33;119;3;0,954
28;36;694;12;0,977
28;38;505;8;0,969
28;39;532;10;0,963
28;41;643;4;0,994
28;48;439;5;0,991
28;50;619;13;0,968
28;54;209;14;0,994
28;55;281;14;0,999
28;56;670;8;0,977
28;57;437;9;0,996
28;58;211;14;0,998
28;59;988;3;0,956
28;60;894;7;0,959
28;61;543;12;0,965
28;62;923;10;0,990
28;64;839;3;0,984
28;66;938;4;0,966
28;67;740;10;0,961
28;68;334;8;0,980
28;69;353;7;0,992
28;70;583;14;0,974
28;72;484;5;0,972
28;73;399;8;0,994
28;75;389;13;0,997
28;76;617;10;0,958
28;81;357;9;0,957
28;82;780;11;0,960
28;83;891;13;0,950
28;88;918;6;0,980
28;90;747;12;0,955
28;93;799;8;0,951
28;96;829;9;0,976
28;98;899;6;0,981
28;100;432;10;0,953
28;102;979;13;0,964
28;109;642;14;0,984
28;112;413;4;0,953
28;114;776;7;0,968
28;119;878;8;0,996
28;120;514;10;0,990
28;124;693;12;0,952
28;127;673;4;0,958
28;128;606;9;0,975
28;129;588;14;0,952
28;130;782;6;0,994
28;132;528;14;0,965
28;136;581;13;0,973
28;138;146;7;0,951
28;139;251;3;0,995
28;142;975;15;0,984
28;144;229;10;0,964
28;147;413;10;0,982
28;150;542;15;0,970
28;161;871;9;0,984
28;162;702;10;0,987
28;166;473;8;0,986
28;169;229;10;0,979
28;170;725;10;0,954
28;173;985;14;0,975
28;177;967;4;0,992
28;178;530;13;0,969
28;179;688;7;0,970
28;181;966;8;0,960
28;182;317;9;0,990
28;184;767;10;0,984
28;186;596;3;0,955
28;188;384;6;0,971
28;189;592;12;0,995
28;192;378;9;0,950
28;193;966;11;0,952
28;195;156;12;0,980
28;204;867;4;0,952
28;205;477;9;0,965
28;206;388;12;0,975
28;207;735;9;0,990
28;209;428;7;0,977
28;212;479;5;0,972
28;217;602;6;0,970
28;223;864;12;0,951
28;227;850;12;0,954
28;230;584;12;0,959
28;233;870;11;0,977
28;234;947;9;0,975
28;237;288;3;0,965
28;238;441;14;0,991
28;239;449;11;0,984
28;241;802;15;0,954
28;245;851;9;0,979
28;246;823;4;0,981
28;247;498;8;0,987
28;248;669;12;0,960
29;30;668;5;0,977
29;35;984;9;0,970
29;36;536;7;0,988
29;37;519;7;0,958
29;38;653;7;0,956
29;39;896;4;0,988
29;40;413;11;0,964
29;41;888;12;0,959
29;49;392;5;0,963
29;50;157;11;0,960
29;51;507;7;0,985
29;52;329;12;0,982
29;54;578;13;0,996
29;55;384;7;0,954
29;58;394;8;0,961
29;60;214;14;0,985
29;63;538;5;0,976
29;64;956;9;0,997
29;65;451;13;0,958
29;67;201;10;0,991
29;70;537;7;0,993
29;71;591;12;0,961
29;75;154;9;0,971
29;79;636;11;0,995
29;80;970;4;0,981
29;81;693;11;0,967
29;83;889;13;0,987
29;85;951;8;0,957
29;88;833;12;0,962
29;92;738;5;0,963
29;94;192;15;0,951
29;95;754;4;0,979
29;99;220;9;0,974
29;102;686;15;0,973
29;103;369;15;0,966
29;104;209;10;0,968
29;105;713;10;0,983
29;106;465;5;0,959
29;109;184;14;0,982
29;114;293;10;0,964
29;115;867;13;0,968
29;118;717;9;0,967
29;123;796;4;0,954
29;128;257;10;0,974
29;131;397;8;0,962
29;132;312;5;0,970
29;133;982;14;0,965
29;134;393;14;0,953
29;135;407;15;0,977
29;137;590;15;0,956
29;140;745;5;0,967
29;142;349;10;0,971
29;143;283;13;0,997
29;145;239;6;0,961
29;146;564;13;0,960
29;147;510;14;0,984
29;148;961;4;0,967
29;149;534;6;0,994
29;150;384;4;0,998
29;153;412;5;0,955
29;154;351;8;0,991
29;155;671;13;0,973
29;156;599;5;0,966
29;159;622;14;0,988
29;161;952;11;0,989
29;162;920;15;0,950
29;165;546;15;0,957
29;167;591;12;0,978
29;169;492;4;0,963
29;171;401;11;0,984
29;172;992;8;0,981
29;180;486;6;0,977
29;181;490;14;0,997
29;184;388;8;0,971
29;185;325;9;0,982
29;186;244;12;0,979
29;189;179;12;0,975
29;190;925;12;0,963
29;192;709;11;0,967
29;195;905;5;0,997
29;196;284;13;0,988
29;202;202;12;0,980
29;203;919;8;0,996
29;206;696;14;0,960
29;213;164;11;0,959
29;214;216;13;0,987
29;218;478;5;0,954
29;222;996;12;0,976
29;223;158;10;0,975
29;224;833;9;0,989
29;226;572;8;0,969
29;227;561;4;0,961
29;231;921;7;0,981
29;233;289;11;0,957
29;234;817;8;0,987
29;236;555;8;0,992
29;244;953;4;0,979
29;245;774;13;0,985
29;246;995;9;0,968
29;247;396;6;0,994
29;249;178;13;0,956
30;31;731;11;0,963
30;37;263;7;0,957
30;38;367;9;0,995
30;39;179;14;0,972
30;40;376;6;0,961
30;41;512;12;0,959
30;42;420;8;0,983
30;43;377;5;0,967
30;46;142;6;0,970
30;53;185;9;0,956
30;54;973;5;0,975
30;64;410;12;0,970
30;65;423;15;0,996
30;66;824;8;0,968
30;75;725;13;0,991
30;76;932;3;0,966
30;79;254;3;0,965
30;82;295;11;0,955
30;84;380;8;0,983
30;86;606;9;0,998
30;89;527;14;0,991
30;95;614;13;0,964
30;96;253;7;0,977
30;99;957;8;0,982
30;101;510;3;0,975
30;107;496;13;0,966
30;108;864;6;0,976
30;110;212;9;0,957
30;111;445;6;0,995
30;115;856;14;0,967
30;116;610;14;0,987
30;118;675;10;0,976
30;121;491;8;0,968
30;122;121;4;0,979
30;124;787;8;0,993
30;125;601;5;0,974
30;127;603;6;0,953
30;128;433;5;0,962
30;130;851;4;0,966
30;133;385;6;0,981
30;134;366;13;0,980
30;137;605;11;0,959
30;140;651;4;0,984
30;141;144;13;0,993
30;150;332;6;0,972
30;151;525;4;0,966
30;152;520;6;0,993
30;153;554;14;0,997
30;154;164;4;0,985
30;162;617;8;0,955
30;167;105;4;0,985
30;170;651;9;0,965
30;171;145;10;0,956
30;176;371;13;0,994
30;178;583;7;0,968
30;180;710;9;0,994
30;182;500;7;0,987
30;184;148;7;0,989
30;188;570;12;0,979
30;193;129;9;0,981
30;194;182;8;0,964
30;196;456;10;0,995
30;198;860;12;0,991
30;201;559;6;0,974
30;204;283;6;0,966
30;207;471;8;0,954
30;208;740;13;0,997
30;209;918;9;0,950
30;211;234;3;0,994
30;214;263;9;0,951
30;216;877;10;0,971
30;218;220;9;0,998
30;221;750;12;0,981
30;222;471;14;0,992
30;223;863;11;0,989
30;224;327;14;0,991
30;226;574;13;0,997
30;227;804;14;0,971
30;230;690;4;0,979
30;231;146;11;0,996
30;232;374;11;0,996
30;233;743;8;0,950
30;235;852;6;0,981
30;242;652;11;0,969
30;243;892;5;0,993
30;244;916;14;0,990
30;245;524;11;0,996
30;249;672;14;0,961
31;32;602;6;0,992
31;33;171;9;0,964
31;36;272;6;0,968
31;37;507;14;0,995
31;39;331;9;0,968
31;43;733;5;0,992
31;44;208;8;0,973
31;46;487;7;0,997
31;47;523;10;0,994
31;49;996;6;0,954
31;50;980;13;0,984
31;53;297;4;0,958
31;54;235;13;0,952
31;55;982;14;0,962
31;56;247;8;0,977
31;58;282;12;0,990
31;59;147;14;0,976
31;61;120;15;0,994
31;64;727;15;0,958
31;65;574;4;0,998
31;66;765;6;0,972
31;67;199;11;0,968
31;70;304;5;0,981
31;74;220;6;0,985
31;82;755;13;0,967
31;85;652;8;0,976
31;88;346;5;0,969
31;91;909;9;0,979
31;93;874;11;0,998
31;96;330;9;0,973
31;99;765;13;0,962
31;103;646;11;0,981
31;104;743;4;0,960
31;105;382;8;0,989
31;106;350;5;0,970
31;107;105;11;0,981
31;108;725;11;0,967
31;113;422;11;0,985
31;114;159;5;0,952
31;120;600;10;0,989
31;121;263;6;0,994
31;123;477;8;0,984
31;124;802;3;0,957
31;128;745;10;0,996
31;132;221;10;0,960
31;133;435;10;0,979
31;135;593;10;0,998
31;137;893;14;0,983
31;138;596;5;0,998
31;140;622;10;0,998
31;141;102;9;0,979
31;142;329;8;0,969
31;146;243;5;0,953
31;147;427;12;0,992
31;149;219;9;0,951
31;151;579;5;0,969
31;152;666;6;0,960
31;153;893;11;0,988
31;154;225;14;0,997
31;157;864;10;0,959
31;159;750;10;0,991
31;161;467;7;0,971
31;162;204;7;0,955
31;169;944;6;0,954
31;170;142;8;0,964
31;175;482;4;0,983
31;177;718;14;0,995
31;180;921;7;0,964
31;182;816;14;0,974
31;183;491;10;0,965
31;185;697;5;0,951
31;186;576;5;0,989
31;187;680;11;0,968
31;194;282;13;0,987
31;199;484;12;0,986
31;201;303;14;0,958
31;203;182;9;0,989
31;205;967;6;0,961
31;215;724;14;0,995
31;216;240;14;0,989
31;222;933;6;0,998
31;225;540;13;0,968
31;229;294;10;0,988
31;233;537;10;0,994
31;237;186;13;0,976
31;240;422;7;0,974
31;241;911;11;0,961
31;244;665;6;0,988
31;245;872;9;0,976
31;249;211;7;0,954
32;35;338;6;0,996
32;36;210;5;0,996
32;39;692;11;0,993
32;40;333;12;0,983
32;43;147;3;0,967
32;44;259;14;0,994
32;49;932;12;0,977
32;50;746;11;0,985
32;52;683;7;0,951
32;53;432;14;0,996
32;57;774;13;0,963
32;58;105;6;0,952
32;59;893;8;0,974
32;61;488;6;0,955
32;67;141;6;0,959
32;68;498;13;0,980
32;69;422;11;0,979
32;70;528;13;0,984
32;71;615;12;0,979
32;75;597;8;0,981
32;76;668;5;0,976
32;78;250;10;0,966
32;81;144;3;0,964
32;83;723;10;0,968
32;89;273;13;0,989
32;91;746;10;0,967
32;97;636;5;0,956
32;98;206;14;0,981
32;99;740;8;0,961
32;100;523;9;0,977
32;101;640;6;0,972
32;106;617;9;0,986
32;109;533;14;0,993
32;112;111;6;0,985
32;117;508;10;0,963
32;121;636;6;0,960
32;122;598;6;0,991
32;123;986;6;0,974
32;125;788;5;0,956
32;130;123;9;0,979
32;138;793;5;0,998
32;139;746;4;0,999
32;140;724;8;0,964
32;145;553;13;0,972
32;147;670;5;0,961
32;151;672;14;0,993
32;153;970;4;0,955
32;155;363;8;0,973
32;156;664;8;0,994
32;159;917;5;0,987
32;162;646;3;0,962
32;166;915;5;0,985
32;167;808;13;0,979
32;170;238;13;0,969
32;171;321;3;0,976
32;174;804;6;0,951
32;181;865;4;0,984
32;184;427;11;0,952
32;189;691;12;0,990
32;190;327;5;0,992
32;191;842;5;0,991
32;192;316;7;0,985
32;196;757;15;0,990
32;197;961;14;0,961
32;201;528;7;0,963
32;202;640;5;0,963
32;206;182;4;0,953
32;207;598;11;0,953
32;212;340;10;0,959
32;213;831;10;0,965
32;216;222;7;0,966
32;222;497;10;0,998
32;227;708;7;0,987
32;229;358;8;0,954
32;236;608;9;0,966
32;238;331;6;0,974
32;240;764;9;0,979
32;244;545;13;0,999
32;246;944;8;0,991
32;248;633;12;0,994
33;38;359;11;0,971
33;42;440;6;0,954
33;44;495;15;0,962
33;46;814;14;0,986
33;48;962;6;0,969
33;49;423;7;0,959
33;56;407;15;0,974
33;57;907;15;0,994
33;59;724;4;0,998
33;60;574;8;0,984
33;61;530;13;0,978
33;64;543;8;0,997
33;69;892;7;0,974
33;74;267;13;0,950
33;76;338;5;0,967
33;77;638;8;0,997
33;84;238;8;0,973
33;85;782;13;0,953
33;90;241;14;0,980
33;97;358;9;0,952
33;99;531;13;0,987
33;100;541;11;0,963
33;101;469;10;0,958
33;105;756;9;0,998
33;108;419;13;0,962
33;111;181;15;0,982
33;116;693;7;0,987
33;117;337;14;0,951
33;120;508;5;0,983
33;122;252;7;0,994
33;131;392;8;0,964
33;135;137;4;0,968
33;137;391;11;0,956
33;140;977;12;0,964
33;141;208;14;0,997
33;142;781;6;0,991
33;143;447;10;0,996
33;146;354;3;0,969
33;149;631;9;0,986
33;153;233;5;0,961
33;154;844;14;0,980
33;164;807;11;0,963
33;166;762;4;0,975
33;167;233;14;0,950
33;169;684;10;0,981
33;170;802;13;0,994
33;171;611;4;0,981
33;175;211;14;0,959
33;176;940;5;0,978
33;177;208;6;0,969
33;179;742;13;0,992
33;180;869;10;0,961
33;181;933;8;0,981
33;184;358;4;0,988
33;185;134;10;0,978
33;189;280;11;0,965
33;193;530;12;0,965
33;194;417;3;0,957
33;199;881;9;0,970
33;202;541;4;0,989
33;204;162;6;0,995
33;205;391;15;0,979
33;206;970;12;0,990
33;208;521;3;0,972
33;210;817;11;0,997
33;211;834;14;0,980
33;212;662;15;0,980
33;214;467;14;0,997
33;215;605;6;0,964
33;216;856;5;0,964
33;218;171;3;0,985
33;219;267;15;0,991
33;221;855;9;0,979
33;223;881;10;0,960
33;232;201;12;0,987
33;234;846;6;0,965
33;235;352;6;0,988
33;242;717;4;0,969
33;243;385;7;0,950
33;245;332;10;0,993
33;246;248;12;0,975
33;247;795;6;0,964
33;249;610;13;0,988
34;38;999;4;0,993
34;41;977;8;0,951
34;45;232;5;0,970
34;50;502;4;0,962
34;54;592;10;0,961
34;55;856;10;0,951
34;56;892;8;0,974
34;59;110;13;0,963
34;60;911;6;0,983
34;81;132;3;0,971
34;93;398;13;0,968
34;94;620;5;0,952
34;99;167;3;0,984
34;100;224;9;0,997
34;101;464;8;0,997
34;103;581;14;0,999
34;106;987;15;0,970
34;107;706;4;0,954
34;108;472;5;0,950
34;109;190;13;0,986
34;112;641;9;0,956
34;113;794;6;0,968
34;117;458;8;0,966
34;121;889;6;0,970
34;123;371;9;0,952
34;124;578;6;0,951
34;125;120;12;0,957
34;127;172;13;0,994
34;128;436;10;0,993
34;129;430;13;0,975
34;131;902;13;0,986
34;133;433;5;0,955
34;134;314;4;0,954
34;136;226;11;0,976
34;138;752;13;0,976
34;139;502;14;0,969
34;140;775;15;0,968
34;142;368;5;0,999
34;144;617;4;0,970
34;147;750;7;0,956
34;148;159;11;0,967
34;150;125;8;0,993
34;152;838;7;0,956
34;153;233;8;0,985
34;154;554;9;0,976
34;155;830;4;0,994
34;158;307;12;0,969
34;159;256;12;0,951
34;162;720;3;0,964
34;167;602;4;0,981
34;173;910;12;0,998
34;174;551;8;0,965
34;175;606;14;0,987
34;176;767;12;0,959
34;177;545;15;0,971
34;180;679;14;0,980
34;182;407;11;0,982
34;186;987;13;0,973
34;189;789;8;0,992
34;190;471;3;0,960
34;192;682;13;0,979
34;196;927;14;0,997
34;198;203;14;0,966
34;203;207;13;0,959
34;207;421;14;0,973
34;208;557;9;0,956
34;209;858;12;0,976
34;214;469;12;0,985
34;215;297;10;0,962
34;217;763;7;0,997
34;219;333;10;0,975
34;220;756;5;0,961
34;224;492;15;0,963
34;225;533;14;0,968
34;226;488;10;0,962
34;227;215;11;0,998
34;229;904;7;0,995
34;230;534;8;0,952
34;231;676;5;0,956
34;232;634;15;0,956
34;234;998;7;0,955
34;237;459;11;0,969
34;238;433;13;0,955
34;240;154;5;0,961
34;241;297;9;0,989
34;242;438;8;0,967
34;243;954;8;0,953
34;246;313;5;0,967
34;248;748;12;0,978
35;37;271;5;0,979
35;39;609;14;0,957
35;40;494;12;0,994
35;42;627;9;0,966
35;44;299;11;0,993
35;48;456;14;0,953
35;51;912;3;0,961
35;53;979;14;0,978
35;56;556;14;0,968
35;58;417;9;0,959
35;59;769;8;0,998
35;61;918;10;0,976
35;70;484;5;0,975
35;74;794;9;0,977
35;77;881;14;0,991
35;78;369;11;0,996
35;83;106;11;0,978
35;87;833;11;0,980
35;89;557;3;0,968
35;92;463;14;0,970
35;93;781;14;0,960
35;94;105;6;0,961
35;95;790;9;0,957
35;102;457;3;0,991
35;103;909;9;0,953
35;106;768;13;0,989
35;107;119;11;0,951
35;108;380;9;0,957
35;109;524;15;0,990
35;110;734;8;0,958
35;113;570;8;0,970
35;116;194;11;0,982
35;119;376;3;0,965
35;120;887;4;0,993
35;122;501;12;0,975
35;123;487;15;0,954
35;129;529;8;0,994
35;130;957;4;0,967
35;133;568;7;0,984
35;135;702;9;0,989
35;141;408;3;0,989
35;143;102;4;0,956
35;149;121;13;0,963
35;150;255;6;0,978
35;154;902;8;0,985
35;155;879;8;0,995
35;157;819;10;0,986
35;159;528;6;0,959
35;160;953;5;0,955
35;161;573;13;0,985
35;163;112;11;0,959
35;167;994;15;0,970
35;168;100;4;0,950
35;169;171;7;0,981
35;170;252;10;0,988
35;172;689;9;0,966
35;173;460;8;0,950
35;174;979;15;0,969
35;177;224;5;0,977
35;182;543;12;0,982
35;183;439;10;0,998
35;187;222;10;0,967
35;188;755;7;0,977
35;189;723;15;0,962
35;190;708;4;0,992
35;192;553;8;0,962
35;195;496;9;0,980
35;197;377;10;0,953
35;199;983;9;0,950
35;203;623;13;0,987
35;204;868;11;0,973
35;205;829;13;0,973
35;206;652;7;0,989
35;209;362;12;0,985
35;211;736;10;0,981
35;212;501;8;0,964
35;215;281;3;0,982
35;217;614;9;0,995
35;219;112;7;0,999
35;221;683;3;0,981
35;223;432;15;0,967
35;226;704;5;0,975
35;227;931;5;0,980
35;228;921;7;0,982
35;229;978;14;0,959
35;231;167;7;0,978
35;233;883;5;0,955
35;238;383;7;0,998
35;242;647;6;0,970
35;244;952;6;0,981
35;246;757;13;0,963
35;247;932;3;0,989
36;40;181;6;0,992
36;41;681;10;0,989
36;43;779;10;0,990
36;45;208;10;0,961
36;46;754;7;0,961
36;50;187;13;0,998
36;53;769;12;0,955
36;54;208;6;0,979
36;56;347;13;0,964
36;57;123;12;0,976
36;58;708;13;0,969
36;63;412;9;0,954
36;66;888;4;0,976
36;72;166;13;0,951
36;79;328;4;0,950
36;80;606;12;0,978
36;82;986;5;0,981
36;86;737;12;0,986
36;87;908;11;0,994
36;91;121;12;0,976
36;92;536;4;0,959
36;96;532;7;0,959
36;98;952;6;0,997
36;99;539;15;0,974
36;102;839;6;0,958
36;103;877;6;0,970
36;105;723;11;0,999
36;108;519;15;0,959
36;111;670;3;0,954
36;112;631;4;0,983
36;113;257;5;0,989
36;114;361;7;0,980
36;117;828;11;0,954
36;118;430;5;0,978
36;122;106;14;0,966
36;124;185;10;0,970
36;127;632;11;0,991
36;128;455;10;0,969
36;130;282;11;0,985
36;133;725;5;0,967
36;143;529;12;0,994
36;147;724;14;0,981
36;148;454;9;0,994
36;150;285;7;0,989
36;151;686;3;0,957
36;157;981;6;0,983
36;160;317;9;0,987
36;163;237;7;0,953
36;164;869;6;0,960
36;165;156;15;0,969
36;168;970;3;0,997
36;169;276;15;0,959
36;171;469;11;0,987
36;174;810;7;0,975
36;177;286;5;0,980
36;178;104;14;0,951
36;183;978;7;0,993
36;184;383;14;0,984
36;186;479;6;0,997
36;187;737;14;0,997
36;188;477;15;0,970
36;189;309;10;0,969
36;190;876;6;0,962
36;195;220;12;0,991
36;198;935;14;0,965
36;200;834;14;0,995
36;202;357;11;0,992
36;205;309;13;0,983
36;206;594;14;0,985
36;209;433;5;0,987
36;215;106;6;0,996
36;221;482;12;0,977
36;223;365;14;0,968
36;224;433;10;0,996
36;229;412;3;0,961
36;230;399;7;0,970
36;232;654;11;0,955
36;233;474;6;0,989
36;237;866;14;0,991
36;242;850;5;0,950
36;243;538;7;0,957
36;244;755;8;0,957
36;246;574;7;0,994
36;247;636;5;0,979
36;248;236;9;0,988
36;249;247;10;0,964
37;38;780;10;0,977
37;40;571;13;0,987
37;42;186;3;0,953
37;45;751;11;0,960
37;46;894;7;0,974
37;48;197;5;0,990
37;53;554;7;0,983
37;54;488;9;0,977
37;57;813;10;0,995
37;60;599;10;0,950
37;66;704;6;0,954
37;68;637;10;0,951
37;70;969;10;0,996
37;71;652;3;0,978
37;72;177;9;0,988
37;73;770;6;0,994
37;74;774;14;0,992
37;76;947;7;0,959
37;81;472;13;0,971
37;86;598;14;0,991
37;87;925;6;0,998
37;88;741;5;0,950
37;93;273;12;0,965
37;94;997;15;0,996
37;95;890;3;0,972
37;98;375;8;0,977
37;99;679;6;0,976
37;101;314;9;0,967
37;103;672;15;0,983
37;106;145;7;0,986
37;110;706;11;0,952
37;112;713;4;0,978
37;113;493;4;0,964
37;115;631;9;0,989
37;120;172;7;0,959
37;122;628;7;0,986
37;124;413;14;0,952
37;126;482;11;0,980
37;127;208;7;0,973
37;131;766;11;0,991
37;133;485;5;0,971
37;135;766;4;0,951
37;136;423;7;0,979
37;139;492;9;0,995
37;142;319;7;0,964
37;147;659;6;0,956
37;148;942;8;0,960
37;150;661;10;0,984
37;152;631;6;0,985
37;156;637;6;0,998
37;159;103;3;0,972
37;162;862;5;0,996
37;163;820;14;0,966
37;167;523;6;0,973
37;168;441;6;0,974
37;169;393;10;0,956
37;173;314;5;0,991
37;175;898;8;0,965
37;183;541;12;0,963
37;187;606;11;0,983
37;188;317;4;0,971
37;190;329;15;0,999
37;193;701;13;0,965
37;197;156;9;0,950
37;203;404;10;0,990
37;210;705;5;0,963
37;213;599;12;0,994
37;214;624;6;0,974
37;216;220;3;0,954
37;218;133;15;0,954
37;219;864;6;0,979
37;221;712;3;0,951
37;228;333;6;0,972
37;229;495;10;0,981
37;230;416;11;0,973
37;231;234;3;0,980
37;233;173;10;0,968
37;237;905;9;0,970
37;240;820;12;0,986
37;241;976;14;0,953
37;242;194;9;0,988
37;246;725;4;0,957
37;249;323;13;0,998
38;40;490;9;0,993
38;45;271;8;0,959
38;48;680;8;0,975
38;52;330;13;0,955
38;59;945;13;0,956
38;62;959;12;0,984
38;63;330;12;0,953
38;67;259;6;0,985
38;70;176;13;0,971
38;71;132;5;0,983
38;73;768;6;0,969
38;76;193;3;0,960
38;77;176;11;0,953
38;79;497;5;0,959
38;81;821;5;0,984
38;86;576;4;0,958
38;91;260;11;0,958
38;94;473;14;0,979
38;95;664;4;0,985
38;97;309;11;0,962
38;99;459;8;0,986
38;101;471;10;0,991
38;103;827;7;0,995
38;104;169;7;0,983
38;106;690;12;0,974
38;108;596;13;0,995
38;109;471;12;0,976
38;112;446;15;0,991
38;113;228;4;0,952
38;114;307;8;0,952
38;117;700;13;0,957
38;123;253;5;0,966
38;126;416;9;0,976
38;127;446;9;0,990
38;128;524;12;0,991
38;130;151;7;0,969
38;132;776;7;0,983
38;133;470;11;0,994
38;134;719;10;0,950
38;135;616;6;0,980
38;138;914;3;0,988
38;141;245;6;0,954
38;143;144;3;0,993
38;147;631;13;0,974
38;148;500;3;0,968
38;149;900;13;0,981
38;152;886;6;0,991
38;153;988;11;0,961
38;156;791;12;0,997
38;168;497;9;0,987
38;170;265;6;0,967
38;171;881;11;0,960
38;172;243;6;0,990
38;175;484;11;0,990
38;179;634;7;0,987
38;180;515;10;0,991
38;181;214;12;0,984
38;182;133;12;0,954
38;184;860;10;0,994
38;185;934;5;0,963
38;187;462;10;0,985
38;189;196;9;0,969
38;190;777;7;0,955
38;191;627;6;0,998
38;192;300;10;0,966
38;197;454;6;0,965
38;200;991;7;0,952
38;201;754;10;0,968
38;205;110;9;0,975
38;209;965;13;0,994
38;210;597;8;0,972
38;211;332;14;0,984
38;216;332;10;0,953
38;217;402;9;0,971
38;218;246;7;0,953
38;219;864;11;0,996
38;221;696;6;0,985
38;226;445;15;0,979
38;231;472;13;0,952
38;233;673;13;0,983
38;234;743;9;0,992
38;237;536;5;0,990
38;241;581;13;0,968
38;243;360;13;0,992
38;248;242;10;0,972
38;249;744;12;0,990
39;41;724;11;0,961
39;42;263;13;0,997
39;43;634;14;0,966
39;44;780;7;0,962
39;45;956;4;0,977
39;48;402;13;0,953
39;49;538;7;0,956
39;51;273;4;0,996
39;56;307;9;0,994
39;58;360;12;0,953
39;60;290;11;0,990
39;61;689;10;0,997
39;64;603;6;0,961
39;65;198;11;0,955
39;66;559;7;0,970
39;68;662;7;0,969
39;75;216;10;0,968
39;80;316;13;0,991
39;82;515;13;0,952
39;83;126;14;0,980
39;84;656;14;0,985
39;85;767;9;0,950
39;90;211;9;0,995
39;91;960;11;0,979
39;93;384;4;0,970
39;94;591;11;0,956
39;95;936;4;0,960
39;97;148;3;0,968
39;98;159;9;0,973
39;99;987;7;0,954
39;104;353;4;0,953
39;106;687;7;0,996
39;109;579;3;0,999
39;110;692;14;0,956
39;115;222;8;0,996
39;116;743;15;0,983
39;117;356;15;0,956
39;118;256;14;0,963
39;121;111;11;0,999
39;124;788;8;0,970
39;126;519;5;0,991
39;127;649;14;0,981
39;130;959;6;0,985
39;132;136;7;0,977
39;134;976;6;0,951
39;137;143;5;0,984
39;138;115;10;0,971
39;139;115;12;0,966
39;143;931;6;0,989
39;152;639;6;0,980
39;153;541;8;0,958
39;154;511;7;0,981
39;155;991;9;0,975
39;156;225;5;0,970
39;157;964;6;0,965
39;158;569;4;0,992
39;161;596;9;0,959
39;162;413;5;0,974
39;165;125;6;0,958
39;166;219;8;0,980
39;168;565;4;0,994
39;169;665;11;0,987
39;172;890;13;0,972
39;176;862;11;0,999
39;178;534;7;0,978
39;179;572;4;0,982
39;180;284;10;0,955
39;181;833;14;0,961
39;183;370;10;0,956
39;184;143;4;0,987
39;186;730;6;0,971
39;187;141;11;0,952
39;188;428;3;0,968
39;189;371;6;0,991
39;196;295;7;0,988
39;197;630;10;0,961
39;203;691;7;0,974
39;204;930;10;0,972
39;205;748;13;0,991
39;206;462;9;0,979
39;211;697;6;0,975
39;213;263;4;0,977
39;214;343;12;0,956
39;215;356;14;0,985
39;222;355;10;0,988
39;225;177;7;0,969
39;229;394;11;0,987
39;231;790;14;0,956
39;234;547;4;0,981
39;236;227;9;0,954
39;246;393;14;0,952
39;249;274;3;0,992
40;43;572;5;0,955
40;44;868;10;0,989
40;46;223;12;0,992
40;52;457;6;0,962
40;57;412;6;0,968
40;61;298;6;0,985
40;62;505;14;0,951
40;64;280;14;0,962
40;65;752;13;0,974
40;66;989;7;0,963
40;68;374;11;0,994
40;69;227;11;0,994
40;72;585;7;0,962
40;73;206;10;0,966
40;74;110;9;0,998
40;75;794;7;0,974
40;79;170;11;0,988
40;80;869;7;0,971
40;81;391;4;0,969
40;83;289;5;0,986
40;85;542;10;0,976
40;86;809;12;0,992
40;88;931;7;0,978
40;93;927;6;0,960
40;94;368;12;0,962
40;95;628;9;0,955
40;96;236;14;0,964
40;99;306;9;0,958
40;102;412;15;0,966
40;103;103;5;0,970
40;105;906;13;0,959
40;106;214;14;0,994
40;110;601;7;0,956
40;113;842;6;0,976
40;115;516;13;0,972
40;122;998;12;0,964
40;128;764;3;0,970
40;129;750;9;0,967
40;131;671;11;0,986
40;134;453;11;0,963
40;136;289;9;0,966
40;138;355;9;0,999
40;142;304;10;0,957
40;143;152;14;0,995
40;146;418;8;0,980
40;147;877;13;0,988
40;148;258;14;0,958
40;150;114;15;0,966
40;151;807;4;0,997
40;155;172;8;0,954
40;156;354;6;0,985
40;157;649;4;0,986
40;160;785;8;0,976
40;163;326;14;0,971
40;164;749;12;0,991
40;166;159;11;0,993
40;169;911;11;0,966
40;170;629;5;0,989
40;172;456;13;0,994
40;173;947;13;0,988
40;174;846;8;0,965
40;178;894;15;0,992
40;179;747;9;0,954
40;191;201;9;0,963
